0.51 20.98 0.61 DH_rd
0.706 20.08 0.6 DH_rd
0.93 17.88 0.35 DH_rd
1.317 13.82 0.42 DH_rd
2.33 8.52 0.17 DH_rd
0.51 13.62 0.25 DM_rd
0.706 16.85 0.32 DM_rd
0.93 21.71 0.28 DM_rd
1.317 27.79 0.69 DM_rd
2.33 39.71 0.94 DM_rd
0.295 7.93 0.15 Dv_rd
1.491 26.07 0.67 Dv_rd
