# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 6000, i.e. number of multipoles equal to 5999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
   67       1.768958332044e+03       2.865826035793e-01       1.296238878218e-03      -4.347239446924e+00       1.244211112150e-07       5.837394709888e-04      -1.955172768129e-06 
   68       1.792278259189e+03       2.989404620877e-01       1.335364652861e-03      -4.752881382710e+00       1.237399504163e-07       5.748432154186e-04      -1.947803420624e-06 
   69       1.815802696963e+03       3.115240822726e-01       1.375073596014e-03      -5.170393257197e+00       1.230431671725e-07       5.661573367427e-04      -1.939144017409e-06 
   70       1.839544361407e+03       3.243284547089e-01       1.415366904935e-03      -5.599703021807e+00       1.223425364499e-07       5.577148346314e-04      -1.929420623894e-06 
   71       1.863513067263e+03       3.373483640700e-01       1.456245934586e-03      -6.040736781356e+00       1.216468914388e-07       5.495347539641e-04      -1.918879418368e-06 
   72       1.887715524127e+03       3.505783927045e-01       1.497712204172e-03      -6.493419277213e+00       1.209614435326e-07       5.416204661538e-04      -1.907786983459e-06 
   73       1.912155132606e+03       3.640129242129e-01       1.539767403679e-03      -6.957674370460e+00       1.202870503689e-07       5.339578895906e-04      -1.896430582785e-06 
   74       1.936831780472e+03       3.776461470233e-01       1.582413400416e-03      -7.433425525057e+00       1.196194304348e-07       5.265136492039e-04      -1.885118422814e-06 
   75       1.961741638820e+03       3.914720579686e-01       1.625652245551e-03      -7.920596290999e+00       1.189483227365e-07       5.192331751444e-04      -1.874179899917e-06 
   76       1.986880214357e+03       4.054838206327e-01       1.669485865092e-03      -8.419070002382e+00       1.182620301082e-07       5.120601822523e-04      -1.863947788730e-06 
   77       2.012252599466e+03       4.196716973997e-01       1.713915053310e-03      -8.928559318917e+00       1.175651054256e-07       5.050057873864e-04      -1.854698592535e-06 
   78       2.037864729628e+03       4.340247450495e-01       1.758940306789e-03      -9.448713661962e+00       1.168653876266e-07       4.980946287581e-04      -1.846696334600e-06 
   79       2.063720158253e+03       4.485314170355e-01       1.804562123770e-03      -9.979157541679e+00       1.161687384209e-07       4.913442711570e-04      -1.840208272286e-06 
   80       2.089819919607e+03       4.631795538300e-01       1.850781004217e-03      -1.051949020387e+01       1.154786457926e-07       4.847643882634e-04      -1.835503902018e-06 
   81       2.116162391732e+03       4.779563732695e-01       1.897597449890e-03      -1.106928527681e+01       1.147958005228e-07       4.783559185645e-04      -1.832853920441e-06 
   82       2.142743159377e+03       4.928484609006e-01       1.945011964408e-03      -1.162809041805e+01       1.141176450359e-07       4.721101948758e-04      -1.832529141752e-06 
   83       2.169554876920e+03       5.078417603251e-01       1.993025053319e-03      -1.219542696130e+01       1.134378938718e-07       4.660080474663e-04      -1.834799371216e-06 
   84       2.196590283348e+03       5.229221947434e-01       2.041637346998e-03      -1.277082165878e+01       1.127495532877e-07       4.600284751256e-04      -1.839840995255e-06 
   85       2.223852121718e+03       5.380776711206e-01       2.090849992591e-03      -1.335390872827e+01       1.120563275743e-07       4.541792360011e-04      -1.847435825518e-06 
   86       2.251344620463e+03       5.532963921125e-01       2.140664327473e-03      -1.394434415447e+01       1.113640096734e-07       4.484721344031e-04      -1.857195574760e-06 
   87       2.279070404683e+03       5.685662553480e-01       2.191081764298e-03      -1.454177528101e+01       1.106770481978e-07       4.429135844979e-04      -1.868640758755e-06 
   88       2.307030412049e+03       5.838748543836e-01       2.242103793134e-03      -1.514584099679e+01       1.099983057645e-07       4.375040881119e-04      -1.881194532535e-06 
   89       2.335223808702e+03       5.992094796567e-01       2.293731983593e-03      -1.575617192214e+01       1.093288024586e-07       4.322376975896e-04      -1.894176373924e-06 
   90       2.363647905158e+03       6.145571194396e-01       2.345967986966e-03      -1.637239059514e+01       1.086674440799e-07       4.271014637058e-04      -1.906795614371e-06 
   91       2.392298072206e+03       6.299044607936e-01       2.398813538352e-03      -1.699411165781e+01       1.080107348237e-07       4.220748686329e-04      -1.918144817075e-06 
   92       2.421167656808e+03       6.452378905227e-01       2.452270458796e-03      -1.762094204244e+01       1.073524740464e-07       4.171292439616e-04      -1.927193002400e-06 
   93       2.450250209130e+03       6.605436446049e-01       2.506341023626e-03      -1.825247433412e+01       1.066863123440e-07       4.122372704588e-04      -1.933026830945e-06 
   94       2.479546729430e+03       6.758082801248e-01       2.561029126222e-03      -1.888826531221e+01       1.060150422508e-07       4.074052758000e-04      -1.935652226126e-06 
   95       2.509059360682e+03       6.910182764132e-01       2.616339294039e-03      -1.952785451086e+01       1.053434774664e-07       4.026470910324e-04      -1.935360107536e-06 
   96       2.538789122891e+03       7.061598958465e-01       2.672276345052e-03      -2.017077084646e+01       1.046756922549e-07       3.979743709903e-04      -1.932496915029e-06 
   97       2.568735860720e+03       7.212191868380e-01       2.728845394920e-03      -2.081653271019e+01       1.040148909029e-07       3.933963711676e-04      -1.927467725165e-06 
   98       2.598898191117e+03       7.361819868305e-01       2.786051864144e-03      -2.146464806063e+01       1.033632697635e-07       3.889197185393e-04      -1.920739433521e-06 
   99       2.629273450936e+03       7.510339252875e-01       2.843901485224e-03      -2.211461451633e+01       1.027218717288e-07       3.845481763303e-04      -1.912844002844e-06 
  100       2.659857644567e+03       7.657604266859e-01       2.902400309823e-03      -2.276591944841e+01       1.020904329712e-07       3.802824027335e-04      -1.904381777053e-06 
  101       2.690645391559e+03       7.803467135079e-01       2.961554715923e-03      -2.341804007312e+01       1.014672217950e-07       3.761197035753e-04      -1.896024861090e-06 
  102       2.721629874246e+03       7.947778092323e-01       3.021371414987e-03      -2.407044354444e+01       1.008488694388e-07       3.720537789298e-04      -1.888520566629e-06 
  103       2.752802785372e+03       8.090385413276e-01       3.081857459115e-03      -2.472258704668e+01       1.002301926705e-07       3.680744636809e-04      -1.882694923619e-06 
  104       2.784156067811e+03       8.231139421475e-01       3.143019680247e-03      -2.537392655848e+01       9.960611470050e-08       3.641716775461e-04      -1.879273205020e-06 
  105       2.815687514172e+03       8.369905068539e-01       3.204862906058e-03      -2.602394429375e+01       9.897844538251e-08       3.603487775465e-04      -1.878291966673e-06 
  106       2.847395829500e+03       8.506551117903e-01       3.267391515280e-03      -2.667212515751e+01       9.835056716304e-08       3.566114075894e-04      -1.879574893380e-06 
  107       2.879278874443e+03       8.640946390271e-01       3.330609985051e-03      -2.731794859103e+01       9.772541755756e-08       3.529633783868e-04      -1.882903165685e-06 
  108       2.911333632567e+03       8.772959837263e-01       3.394522891827e-03      -2.796088875968e+01       9.710541804353e-08       3.494065220531e-04      -1.888013034901e-06 
  109       2.943556177683e+03       8.902460615060e-01       3.459134912308e-03      -2.860041474089e+01       9.649239932522e-08       3.459405433107e-04      -1.894593348494e-06 
  110       2.975941641158e+03       9.029318158049e-01       3.524450824348e-03      -2.923599071195e+01       9.588752290073e-08       3.425628673040e-04      -1.902283025812e-06 
  111       3.008484179237e+03       9.153402252469e-01       3.590475507883e-03      -2.986707613790e+01       9.529119886104e-08       3.392684840209e-04      -1.910668484168e-06 
  112       3.041176940364e+03       9.274583110059e-01       3.657213945837e-03      -3.049312595944e+01       9.470299985134e-08       3.360497893228e-04      -1.919281015274e-06 
  113       3.074012032495e+03       9.392731441699e-01       3.724671225053e-03      -3.111359078076e+01       9.412157112474e-08       3.328964225825e-04      -1.927594112026e-06 
  114       3.106980490423e+03       9.507718531061e-01       3.792852537202e-03      -3.172791705744e+01       9.354453661845e-08       3.297951009300e-04      -1.935020745643e-06 
  115       3.140072243093e+03       9.619416308250e-01       3.861763179704e-03      -3.233554728432e+01       9.296840098259e-08       3.267294501066e-04      -1.940910593150e-06 
  116       3.173277545549e+03       9.727700864289e-01       3.931408550615e-03      -3.293592549148e+01       9.238983402004e-08       3.236846112514e-04      -1.944688256777e-06 
  117       3.206591542151e+03       9.832463321873e-01       4.001794130618e-03      -3.352851408855e+01       9.181010978382e-08       3.206623960203e-04      -1.946302823248e-06 
  118       3.240010199370e+03       9.933600430741e-01       4.072925500559e-03      -3.411277943068e+01       9.123154525977e-08       3.176685647113e-04      -1.945854801899e-06 
  119       3.273528871288e+03       1.003101134804e+00       4.144808348131e-03      -3.468818692594e+01       9.065616787439e-08       3.147082351245e-04      -1.943463057516e-06 
  120       3.307142279866e+03       1.012459774238e+00       4.217448468748e-03      -3.525420127013e+01       9.008567492400e-08       3.117858275831e-04      -1.939265659215e-06 
  121       3.340844495214e+03       1.021426389792e+00       4.290851766400e-03      -3.581028668158e+01       8.952139115482e-08       3.089050087381e-04      -1.933420743915e-06 
  122       3.374628915857e+03       1.029991681843e+00       4.365024254528e-03      -3.635590713599e+01       8.896422446219e-08       3.060686341578e-04      -1.926107394373e-06 
  123       3.408488249006e+03       1.038146633136e+00       4.439972056882e-03      -3.689052660117e+01       8.841461967678e-08       3.032786897021e-04      -1.917526531806e-06 
  124       3.442414490825e+03       1.045882519190e+00       4.515701408385e-03      -3.741360927191e+01       8.787251040607e-08       3.005362316801e-04      -1.907901823089e-06 
  125       3.476398906702e+03       1.053190918706e+00       4.592218656006e-03      -3.792461980478e+01       8.733726889897e-08       2.978413257936e-04      -1.897480602529e-06 
  126       3.510432011513e+03       1.060063723974e+00       4.669530259615e-03      -3.842302355291e+01       8.680765390168e-08       2.951929848636e-04      -1.886534808215e-06 
  127       3.544503549898e+03       1.066493151279e+00       4.747642792855e-03      -3.890828680081e+01       8.628175647295e-08       2.925891053422e-04      -1.875361932954e-06 
  128       3.578602476522e+03       1.072471751307e+00       4.826562944004e-03      -3.937987699919e+01       8.575694372662e-08       2.900264026082e-04      -1.864285989773e-06 
  129       3.612718072734e+03       1.077992717459e+00       4.906297395766e-03      -3.983726884578e+01       8.523078505332e-08       2.875017192348e-04      -1.853591910605e-06 
  130       3.646843476942e+03       1.083050826922e+00       4.986852447914e-03      -4.027996278335e+01       8.470419150425e-08       2.850163370647e-04      -1.843314361622e-06 
  131       3.680972506038e+03       1.087641622977e+00       5.068234354691e-03      -4.070746898411e+01       8.417884942017e-08       2.825722488164e-04      -1.833416087050e-06 
  132       3.715098542240e+03       1.091761138771e+00       5.150449442173e-03      -4.111930195954e+01       8.365627399922e-08       2.801708069779e-04      -1.823851025511e-06 
  133       3.749214521500e+03       1.095405909850e+00       5.233504108269e-03      -4.151498083700e+01       8.313778711701e-08       2.778126834361e-04      -1.814563874964e-06 
  134       3.783312921894e+03       1.098572986700e+00       5.317404822713e-03      -4.189402963641e+01       8.262449423102e-08       2.754978283452e-04      -1.805489650144e-06 
  135       3.817385752029e+03       1.101259947284e+00       5.402158127071e-03      -4.225597754684e+01       8.211726035488e-08       2.732254282362e-04      -1.796553232515e-06 
  136       3.851424539442e+03       1.103464909584e+00       5.487770634731e-03      -4.260035920318e+01       8.161668508835e-08       2.709938633657e-04      -1.787668912716e-06 
  137       3.885420318998e+03       1.105186544134e+00       5.574249030908e-03      -4.292671496277e+01       8.112307668858e-08       2.688006643048e-04      -1.778739925519e-06 
  138       3.919363621294e+03       1.106424086563e+00       5.661600072642e-03      -4.323459118206e+01       8.063642516852e-08       2.666424677687e-04      -1.769657977283e-06 
  139       3.953244461055e+03       1.107177350133e+00       5.749830588790e-03      -4.352354049322e+01       8.015637440794e-08       2.645149716850e-04      -1.760302765917e-06 
  140       3.987052325537e+03       1.107446738277e+00       5.838947480034e-03      -4.379312208078e+01       7.968219326298e-08       2.624128895034e-04      -1.750541493345e-06 
  141       4.020776162926e+03       1.107233257135e+00       5.928957718872e-03      -4.404290195831e+01       7.921274565981e-08       2.603299037442e-04      -1.740228370470e-06 
  142       4.054404370740e+03       1.106538528098e+00       6.019868349621e-03      -4.427245324502e+01       7.874645965810e-08       2.582586187880e-04      -1.729204114650e-06 
  143       4.087924784225e+03       1.105364800340e+00       6.111686488413e-03      -4.448135644241e+01       7.828129547006e-08       2.561905129044e-04      -1.717295439670e-06 
  144       4.121325650185e+03       1.103715050829e+00       6.204418770287e-03      -4.466920345197e+01       7.781541630696e-08       2.541182097433e-04      -1.704354313813e-06 
  145       4.154598681150e+03       1.101593268972e+00       6.298069629039e-03      -4.483560949062e+01       7.734942343064e-08       2.520427775534e-04      -1.690383413855e-06 
  146       4.187736281653e+03       1.099004223997e+00       6.392642846995e-03      -4.498020288135e+01       7.688449600314e-08       2.499674154676e-04      -1.675428217909e-06 
  147       4.220730583966e+03       1.095953392930e+00       6.488142089542e-03      -4.510262171308e+01       7.642171401590e-08       2.478952178429e-04      -1.659539013959e-06 
  148       4.253573442158e+03       1.092446973637e+00       6.584570901944e-03      -4.520251413887e+01       7.596204650452e-08       2.458291636009e-04      -1.642771057116e-06 
  149       4.286256426161e+03       1.088491897869e+00       6.681932706169e-03      -4.527953867401e+01       7.550633932480e-08       2.437721053624e-04      -1.625184728885e-06 
  150       4.318770815835e+03       1.084095844298e+00       6.780230797706e-03      -4.533336449419e+01       7.505530248411e-08       2.417267583749e-04      -1.606845698420e-06 
  151       4.351107595027e+03       1.079267251560e+00       6.879468342387e-03      -4.536367173363e+01       7.460949702171e-08       2.396956892348e-04      -1.587825085775e-06 
  152       4.383257445638e+03       1.074015331298e+00       6.979648373206e-03      -4.537015178321e+01       7.416932143199e-08       2.376813044025e-04      -1.568199627151e-06 
  153       4.415210741687e+03       1.068350081201e+00       7.080773787145e-03      -4.535250758864e+01       7.373499762440e-08       2.356858385117e-04      -1.548051842140e-06 
  154       4.446957543372e+03       1.062282298047e+00       7.182847341989e-03      -4.531045394857e+01       7.330655641398e-08       2.337113424718e-04      -1.527470202961e-06 
  155       4.478487591137e+03       1.055823590741e+00       7.285871653149e-03      -4.524371781273e+01       7.288382253620e-08       2.317596713650e-04      -1.506549305693e-06 
  156       4.509790299732e+03       1.048986393362e+00       7.389849190485e-03      -4.515203858009e+01       7.246639918007e-08       2.298324721361e-04      -1.485390043506e-06 
  157       4.540854752278e+03       1.041783978199e+00       7.494782275125e-03      -4.503516839700e+01       7.205365203327e-08       2.279311710765e-04      -1.464099781881e-06 
  158       4.571669694332e+03       1.034230468794e+00       7.600673076286e-03      -4.489287245530e+01       7.164469283322e-08       2.260569611016e-04      -1.442792535830e-06 
  159       4.602223527948e+03       1.026340852983e+00       7.707523608093e-03      -4.472492929051e+01       7.123836241781e-08       2.242107888226e-04      -1.421589149114e-06 
  160       4.632504305742e+03       1.018130995938e+00       7.815335726406e-03      -4.453113107991e+01       7.083321326972e-08       2.223933414109e-04      -1.400617475448e-06 
  161       4.662500562755e+03       1.009617287550e+00       7.924111002901e-03      -4.431128291882e+01       7.042796792924e-08       2.206051601076e-04      -1.379988147971e-06 
  162       4.692203907168e+03       1.000815522156e+00       8.033850341503e-03      -4.406519995136e+01       7.002302492307e-08       2.188470261948e-04      -1.359717872657e-06 
  163       4.721606648414e+03       9.917419442072e-01       8.144554321805e-03      -4.379271055458e+01       6.961918332729e-08       2.171196006770e-04      -1.339796315587e-06 
  164       4.750700977914e+03       9.824136162830e-01       8.256223315029e-03      -4.349365762861e+01       6.921718348511e-08       2.154232898984e-04      -1.320209468901e-06 
  165       4.779478966999e+03       9.728484304509e-01       8.368857480291e-03      -4.316789889010e+01       6.881770073580e-08       2.137582331702e-04      -1.300939496659e-06 
  166       4.807932564828e+03       9.630651196251e-01       8.482456760849e-03      -4.281530716569e+01       6.842133893453e-08       2.121242902138e-04      -1.281964578529e-06 
  167       4.836053596305e+03       9.530832689258e-01       8.597020880364e-03      -4.243577068545e+01       6.802862376045e-08       2.105210284195e-04      -1.263258751295e-06 
  168       4.863833759998e+03       9.429233270378e-01       8.712549339155e-03      -4.202919337627e+01       6.763999581031e-08       2.089477099201e-04      -1.244791748191e-06 
  169       4.891264626058e+03       9.326066175694e-01       8.829041410456e-03      -4.159549515535e+01       6.725580347504e-08       2.074032784803e-04      -1.226528836056e-06 
  170       4.918337634133e+03       9.221553504112e-01       8.946496136669e-03      -4.113461222361e+01       6.687629559662e-08       2.058863462017e-04      -1.208430650307e-06 
  171       4.945044091291e+03       9.115926330953e-01       9.064912325625e-03      -4.064649735914e+01       6.650161390270e-08       2.043951800420e-04      -1.190453027740e-06 
  172       4.971375169938e+03       9.009424821538e-01       9.184288546837e-03      -4.013112021063e+01       6.613178521614e-08       2.029276881514e-04      -1.172546837149e-06 
  173       4.997321905732e+03       8.902298344779e-01       9.304623127757e-03      -3.958846759083e+01       6.576671343705e-08       2.014814060228e-04      -1.154657807771e-06 
  174       5.022875195505e+03       8.794805586769e-01       9.425914150034e-03      -3.901854376994e+01       6.540617129456e-08       2.000534824581e-04      -1.136726355552e-06 
  175       5.048025795180e+03       8.687214664368e-01       9.548159445765e-03      -3.842137076912e+01       6.504979186571e-08       1.986406653499e-04      -1.118687407230e-06 
  176       5.072764317689e+03       8.579803238794e-01       9.671356593758e-03      -3.779698865386e+01       6.469705985886e-08       1.972392872782e-04      -1.100470222251e-06 
  177       5.097081230890e+03       8.472858629209e-01       9.795502915785e-03      -3.714545582746e+01       6.434730265896e-08       1.958452509231e-04      -1.081998212498e-06 
  178       5.120966855489e+03       8.366677926314e-01       9.920595472835e-03      -3.646684932444e+01       6.399968113201e-08       1.944540142923e-04      -1.063188759844e-06 
  179       5.144411362954e+03       8.261568105931e-01       1.004663106138e-02      -3.576126510402e+01       6.365318018614e-08       1.930605757642e-04      -1.043953031533e-06 
