# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 6000, i.e. number of multipoles equal to 5999
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
   12       8.169407639187e+02       2.484761122274e-03       4.813018291655e-05       8.192181804840e-01       1.129019515949e-07       2.173289230694e-03       8.015283705563e-07 
   13       8.232593134870e+02       2.330072471017e-03       5.619540379662e-05       8.540386853488e-01       1.161191152108e-07       2.096086434639e-03      -3.744356213673e-07 
   14       8.307321600504e+02       2.394126023625e-03       6.489247254910e-05       9.069271427171e-01       1.190044216500e-07       2.018089421625e-03      -1.243079201415e-06 
   15       8.395759568188e+02       2.576306221936e-03       7.422299270917e-05       9.672213461515e-01       1.215939454387e-07       1.947042912507e-03      -1.648895347219e-06 
   16       8.497053831500e+02       2.825614535521e-03       8.418844565952e-05       1.028764148124e+00       1.239185376566e-07       1.882587564426e-03      -1.602489920403e-06 
   17       8.603063215341e+02       3.168373461833e-03       9.479018006098e-05       1.089812198828e+00       1.260040159549e-07       1.821335084558e-03      -1.235568655852e-06 
   18       8.716872448012e+02       3.658127011070e-03       1.060294050773e-04       1.150891790211e+00       1.278227001631e-07       1.759637139842e-03      -7.474735110927e-07 
   19       8.839427885020e+02       4.310768075580e-03       1.179072112760e-04       1.213674144118e+00       1.295431899326e-07       1.700163454599e-03      -2.928018784713e-07 
   20       8.965739854514e+02       5.122062532865e-03       1.304245434145e-04       1.280003385247e+00       1.310270041289e-07       1.644300847539e-03      -2.723942579445e-08 
   21       9.096720673035e+02       6.081894549976e-03       1.435822668664e-04       1.350227098107e+00       1.323607004111e-07       1.593578763099e-03       4.855515891029e-09 
   22       9.232771004992e+02       7.176141015193e-03       1.573811357555e-04       1.423674107108e+00       1.335198368757e-07       1.546892083649e-03      -1.688315075550e-07 
   23       9.373217436845e+02       8.408069131685e-03       1.718218721812e-04       1.498345556295e+00       1.345737513639e-07       1.503244428649e-03      -4.758222837603e-07 
   24       9.515676086327e+02       9.784268907751e-03       1.869051340644e-04       1.571382408429e+00       1.354743320173e-07       1.459995430036e-03      -8.017033215615e-07 
   25       9.660891152097e+02       1.130250807868e-02       2.026316069772e-04       1.640253107243e+00       1.362756158554e-07       1.417377449635e-03      -1.064487220401e-06 
   26       9.809467193384e+02       1.295908265107e-02       2.190019661318e-04       1.702488658639e+00       1.369564662240e-07       1.375830722716e-03      -1.193342445186e-06 
   27       9.961564657829e+02       1.476537144793e-02       2.360169552543e-04       1.756916646660e+00       1.375436394371e-07       1.336624764965e-03      -1.179569708877e-06 
   28       1.011648063857e+03       1.673788549314e-02       2.536773600943e-04       1.802952505875e+00       1.380012736250e-07       1.300538683144e-03      -1.049644526489e-06 
   29       1.027451010936e+03       1.888914611575e-02       2.719840959700e-04       1.840813568064e+00       1.384017093039e-07       1.267552655994e-03      -8.502484069168e-07 
   30       1.043530710102e+03       2.123109416613e-02       2.909381522241e-04       1.871214497439e+00       1.387650190868e-07       1.236173442700e-03      -6.556761512369e-07 
   31       1.059775920820e+03       2.377524937945e-02       3.105405857246e-04       1.894986881644e+00       1.390117694575e-07       1.204023999504e-03      -5.506784834584e-07 
   32       1.076213198391e+03       2.652823417414e-02       3.307925703504e-04       1.912152371279e+00       1.391862786693e-07       1.171726719151e-03      -5.466189678374e-07 
   33       1.092853572876e+03       2.949445935195e-02       3.516953814011e-04       1.922512150135e+00       1.393167223924e-07       1.140747883038e-03      -6.220015186885e-07 
   34       1.109660104956e+03       3.267793942147e-02       3.732503728235e-04       1.925752728828e+00       1.393672673897e-07       1.112202668257e-03      -7.436885589079e-07 
   35       1.126661847801e+03       3.608492218378e-02       3.954589097524e-04       1.920984444130e+00       1.393694288459e-07       1.086121394542e-03      -8.805894078544e-07 
   36       1.143867419288e+03       3.972210998692e-02       4.183224256490e-04       1.907023755445e+00       1.393298606393e-07       1.061634023273e-03      -9.935015443584e-07 
   37       1.161252671884e+03       4.359590990283e-02       4.418423781532e-04       1.882707714217e+00       1.392098059041e-07       1.037482079434e-03      -1.041737389091e-06 
   38       1.178843349040e+03       4.771231126868e-02       4.660200115714e-04       1.847603122763e+00       1.390471915601e-07       1.013768491774e-03      -1.025556264653e-06 
   39       1.196651176354e+03       5.207692773939e-02       4.908565217504e-04       1.801527908629e+00       1.388773442875e-07       9.908707812875e-04      -9.632249816769e-07 
   40       1.214646196469e+03       5.669499865865e-02       5.163531214479e-04       1.744366223093e+00       1.386871239281e-07       9.689484067241e-04      -8.819414142362e-07 
   41       1.232779668800e+03       6.157138669045e-02       5.425109367262e-04       1.676083257994e+00       1.384300213039e-07       9.479788240067e-04      -8.122282079633e-07 
   42       1.251072139933e+03       6.671062902307e-02       5.693306523549e-04       1.596766105842e+00       1.381283408632e-07       9.280159082590e-04      -7.645782089197e-07 
   43       1.269546757423e+03       7.211686135800e-02       5.968127532286e-04       1.506602776624e+00       1.378071945442e-07       9.089699996040e-04      -7.436794035853e-07 
   44       1.288202104006e+03       7.779377438595e-02       6.249576135795e-04       1.405877007604e+00       1.374593330350e-07       8.904911956075e-04      -7.542965429847e-07 
   45       1.307023885263e+03       8.374478032735e-02       6.537654204111e-04       1.294815859891e+00       1.370572693792e-07       8.721239257521e-04      -7.993727608358e-07 
   46       1.326029955954e+03       8.997362646337e-02       6.832359305115e-04       1.173067295175e+00       1.366249240727e-07       8.539634848246e-04      -8.734263257576e-07 
   47       1.345234570517e+03       9.648392565928e-02       7.133686306850e-04       1.040074268907e+00       1.361902021823e-07       8.362146800676e-04      -9.661561205819e-07 
   48       1.364633801838e+03       1.032789707029e-01       7.441627923160e-04       8.952138806185e-01       1.357609398626e-07       8.190031517446e-04      -1.063666069688e-06 
   49       1.384203896197e+03       1.103617220856e-01       7.756174613572e-04       7.377929480531e-01       1.353188116890e-07       8.023593923652e-04      -1.148054030852e-06 
   50       1.403915438783e+03       1.177344047280e-01       8.077314946652e-04       5.671814022756e-01       1.348312343267e-07       7.862535783182e-04      -1.202339063389e-06 
   51       1.423784199766e+03       1.253971974580e-01       8.405037038604e-04       3.832654274363e-01       1.343120880380e-07       7.707579367188e-04      -1.228679504259e-06 
   52       1.443831246227e+03       1.333491666849e-01       8.739327332104e-04       1.861096702900e-01       1.337813287329e-07       7.559203470595e-04      -1.236731701949e-06 
   53       1.464067458194e+03       1.415885964690e-01       9.080170090517e-04      -2.416781955904e-02       1.332458706881e-07       7.417067282026e-04      -1.239210047631e-06 
   54       1.484492627602e+03       1.501129579000e-01       9.427547319594e-04      -2.473935298313e-01       1.326960057525e-07       7.279886266809e-04      -1.252203783776e-06 
   55       1.505101947494e+03       1.589198539300e-01       9.781440861764e-04      -4.834081574523e-01       1.321137255506e-07       7.146027467339e-04      -1.291138809020e-06 
   56       1.525909431556e+03       1.680101988830e-01       1.014183946767e-03      -7.323006112496e-01       1.315124543377e-07       7.015868639823e-04      -1.356094198513e-06 
   57       1.546928734263e+03       1.773857751681e-01       1.050873334419e-03      -9.942285326025e-01       1.309096281209e-07       6.890079144175e-04      -1.441658880784e-06 
   58       1.568165670628e+03       1.870483342494e-01       1.088211214198e-03      -1.269352375767e+00       1.303141001897e-07       6.768911236345e-04      -1.540680778839e-06 
   59       1.589617603093e+03       1.969996040296e-01       1.126196496179e-03      -1.557836142792e+00       1.297239374608e-07       6.652138224292e-04      -1.644097920781e-06 
   60       1.611272828431e+03       2.072412962330e-01       1.164828036079e-03      -1.859848118436e+00       1.291240155859e-07       6.538989959273e-04      -1.740763470606e-06 
   61       1.633117768319e+03       2.177739092203e-01       1.204104887366e-03      -2.175509729983e+00       1.284940622627e-07       6.428524749532e-04      -1.819882568684e-06 
   62       1.655161814126e+03       2.285928057143e-01       1.244027122250e-03      -2.504727050297e+00       1.278434801043e-07       6.321050947478e-04      -1.879717257677e-06 
   63       1.677416996224e+03       2.396912637726e-01       1.284595196938e-03      -2.847322605817e+00       1.271872129060e-07       6.217061087032e-04      -1.921470744430e-06 
   64       1.699890314149e+03       2.510615734418e-01       1.325809724862e-03      -3.203083021267e+00       1.265352924692e-07       6.116802247848e-04      -1.946974729393e-06 
   65       1.722583371104e+03       2.626950059206e-01       1.367671485297e-03      -3.571758108616e+00       1.258916227881e-07       6.020242738711e-04      -1.958749445625e-06 
   66       1.745492008459e+03       2.745817827228e-01       1.410181431974e-03      -3.953059956034e+00       1.252526620118e-07       5.927037475520e-04      -1.960065722013e-06 
   67       1.768605940258e+03       2.867110448409e-01       1.453340701691e-03      -4.346662016853e+00       1.246059989295e-07       5.836492053809e-04      -1.955009070723e-06 
   68       1.791914708783e+03       2.990721674960e-01       1.497150542387e-03      -4.752252715171e+00       1.239365057693e-07       5.747838164823e-04      -1.947635166158e-06 
   69       1.815427769561e+03       3.116590826722e-01       1.541612061196e-03      -5.169710912208e+00       1.232514187793e-07       5.661244158236e-04      -1.938982331163e-06 
   70       1.839157838213e+03       3.244667810692e-01       1.586726440579e-03      -5.598964520778e+00       1.225624918633e-07       5.577042723838e-04      -1.929275128929e-06 
   71       1.863114729299e+03       3.374900475235e-01       1.632495020783e-03      -6.039939609029e+00       1.218785418589e-07       5.495428377713e-04      -1.918757807303e-06 
   72       1.887305152485e+03       3.507234645854e-01       1.678919306397e-03      -6.492560883698e+00       1.212047694686e-07       5.416440397451e-04      -1.907694555896e-06 
   73       1.911732508707e+03       3.641614160961e-01       1.726000972901e-03      -6.956752173350e+00       1.205420283190e-07       5.339945152321e-04      -1.896369747376e-06 
   74       1.936396686339e+03       3.777980907647e-01       1.773741873220e-03      -7.432436911628e+00       1.198860406535e-07       5.265617828425e-04      -1.885088162936e-06 
   75       1.961293857362e+03       3.916274857458e-01       1.822144044282e-03      -7.919538620495e+00       1.192265581600e-07       5.192923548818e-04      -1.874175201957e-06 
   76       1.986419528430e+03       4.056427650660e-01       1.871209394801e-03      -8.417940612682e+00       1.185518986425e-07       5.121309970414e-04      -1.863959947101e-06 
   77       2.011778786998e+03       4.198341919312e-01       1.920938688440e-03      -8.927355547079e+00       1.178666065782e-07       5.050890851398e-04      -1.854718511599e-06 
   78       2.037377561984e+03       4.341908241130e-01       1.971332386269e-03      -9.447432853586e+00       1.171785078034e-07       4.981913029550e-04      -1.846715579418e-06 
   79       2.063219399747e+03       4.487011161525e-01       2.022390949094e-03      -9.977797056368e+00       1.164934537391e-07       4.914552632007e-04      -1.840219290439e-06 
   80       2.089305326998e+03       4.633529097077e-01       2.074114837479e-03      -1.051804742087e+01       1.158149253614e-07       4.848906899441e-04      -1.835500262190e-06 
   81       2.115633713712e+03       4.781334239019e-01       2.126504511756e-03      -1.106775760079e+01       1.151436102190e-07       4.784985746312e-04      -1.832830568227e-06 
   82       2.142200136040e+03       4.930292456710e-01       2.179560432047e-03      -1.162647528514e+01       1.144769518047e-07       4.722703057185e-04      -1.832482673136e-06 
   83       2.168997239216e+03       5.080263201116e-01       2.233283058279e-03      -1.219372184518e+01       1.138086705808e-07       4.661867719115e-04      -1.834728324177e-06 
   84       2.196017754492e+03       5.231105719061e-01       2.287672973794e-03      -1.276902406623e+01       1.131317798221e-07       4.602269904898e-04      -1.839745775081e-06 
   85       2.223264424868e+03       5.382699091100e-01       2.342731279694e-03      -1.335201616031e+01       1.124499778420e-07       4.543985573717e-04      -1.847317383893e-06 
   86       2.250741481141e+03       5.534925353976e-01       2.398459266204e-03      -1.394235409646e+01       1.117690491556e-07       4.487130400734e-04      -1.857055060579e-06 
   87       2.278451551345e+03       5.687663494598e-01       2.454858296958e-03      -1.453968520308e+01       1.110934356664e-07       4.431765791993e-04      -1.868479527216e-06 
   88       2.306395576672e+03       5.840789459579e-01       2.511929811086e-03      -1.514364835420e+01       1.104259952304e-07       4.377893641087e-04      -1.881014154314e-06 
   89       2.334572727393e+03       5.994176164780e-01       2.569675325314e-03      -1.575387415571e+01       1.097677453643e-07       4.325450935876e-04      -1.893978644432e-06 
   90       2.362980318772e+03       6.147693504851e-01       2.628096436057e-03      -1.636998513160e+01       1.091175917466e-07       4.274304215266e-04      -1.906582563082e-06 
   91       2.391613726993e+03       6.301208362770e-01       2.687194821510e-03      -1.699159591021e+01       1.084720411666e-07       4.224243876042e-04      -1.917918716928e-06 
   92       2.420466305073e+03       6.454584619386e-01       2.746972243744e-03      -1.761831341046e+01       1.078248985707e-07       4.174978329756e-04      -1.926956379270e-06 
   93       2.449531607988e+03       6.607684648832e-01       2.807430920524e-03      -1.824973022345e+01       1.071698204636e-07       4.126230044953e-04      -1.932782411896e-06 
   94       2.478810633483e+03       6.760374041316e-01       2.868574700177e-03      -1.888540321404e+01       1.065095959742e-07       4.078061982742e-04      -1.935402687987e-06 
   95       2.508305519888e+03       6.912517611584e-01       2.930408068118e-03      -1.952487203031e+01       1.058490333892e-07       4.030613436432e-04      -1.935107980408e-06 
   96       2.538017282271e+03       7.063978005874e-01       2.992935799943e-03      -2.016766571305e+01       1.051922023533e-07       3.984002254021e-04      -1.932244540686e-06 
   97       2.567945760058e+03       7.214615731854e-01       3.056162968599e-03      -2.081330278859e+01       1.045423034076e-07       3.938322627048e-04      -1.927217212886e-06 
   98       2.598089564645e+03       7.364289188558e-01       3.120094951553e-03      -2.146129136164e+01       1.039015301179e-07       3.893642819393e-04      -1.920492613271e-06 
   99       2.628446027023e+03       7.512854696328e-01       3.184737437963e-03      -2.211112920814e+01       1.032709236331e-07       3.850002836009e-04      -1.912602375762e-06 
  100       2.659011145388e+03       7.660166526747e-01       3.250096435845e-03      -2.276230386807e+01       1.026502195173e-07       3.807412031588e-04      -1.904146463186e-06 
  101       2.689779532765e+03       7.806076932576e-01       3.316178279242e-03      -2.341429273830e+01       1.020376866939e-07       3.765846659171e-04      -1.895796544312e-06 
  102       2.720744364621e+03       7.950436177699e-01       3.382989635394e-03      -2.406656316543e+01       1.014299583446e-07       3.725247358692e-04      -1.888299436687e-06 
  103       2.751897326488e+03       8.093092567051e-01       3.450537511908e-03      -2.471857253863e+01       1.008218546041e-07       3.685516585455e-04      -1.882480615253e-06 
  104       2.783230354820e+03       8.233896452892e-01       3.518828691538e-03      -2.536977702833e+01       1.002083020824e-07       3.646557243650e-04      -1.879064854107e-06 
  105       2.814741240244e+03       8.372712805477e-01       3.587867934136e-03      -2.601965894692e+01       9.959110922732e-08       3.608403358322e-04      -1.878088651180e-06 
  106       2.846428687098e+03       8.509410404218e-01       3.657659544042e-03      -2.666770327438e+01       9.897365600752e-08       3.571110891052e-04      -1.879375761681e-06 
  107       2.878290555491e+03       8.643858085734e-01       3.728207921658e-03      -2.731338952801e+01       9.835887778147e-08       3.534717373811e-04      -1.882707452503e-06 
  108       2.910323828631e+03       8.775924817488e-01       3.799517564321e-03      -2.795619195028e+01       9.774919420106e-08       3.499240449610e-04      -1.887820078143e-06 
  109       2.942524580146e+03       8.905479771422e-01       3.871593067185e-03      -2.859557969671e+01       9.714643448650e-08       3.464676379110e-04      -1.894402606990e-06 
  110       2.974887941408e+03       9.032392397584e-01       3.944439124099e-03      -2.923101702365e+01       9.655175900295e-08       3.430998513216e-04      -1.902094097980e-06 
  111       3.007408068858e+03       9.156532497769e-01       4.018060528489e-03      -2.986196347621e+01       9.596557706875e-08       3.398155731639e-04      -1.910481127630e-06 
  112       3.040078111326e+03       9.277770299147e-01       4.092462174232e-03      -3.048787407601e+01       9.538746092557e-08       3.366070847434e-04      -1.919095167431e-06 
  113       3.072890177361e+03       9.395976527899e-01       4.167649056541e-03      -3.110819950912e+01       9.481605580038e-08       3.334638977509e-04      -1.927409911611e-06 
  114       3.105835302548e+03       9.511022482852e-01       4.243626272840e-03      -3.172238631382e+01       9.424898598947e-08       3.303725879111e-04      -1.934838555275e-06 
  115       3.138903416836e+03       9.622780109109e-01       4.320399023645e-03      -3.232987706853e+01       9.368275689454e-08       3.273166252281e-04      -1.940731022909e-06 
  116       3.172084777026e+03       9.731125512040e-01       4.397972608094e-03      -3.293011591214e+01       9.311403913041e-08       3.242810143262e-04      -1.944512131660e-06 
  117       3.205374531684e+03       9.835949826506e-01       4.476352408043e-03      -3.352256546510e+01       9.254410651736e-08       3.212675585589e-04      -1.946130968375e-06 
  118       3.238768652456e+03       9.937149813555e-01       4.555543903681e-03      -3.410669232796e+01       9.197527561317e-08       3.182820478123e-04      -1.945687978758e-06 
  119       3.272262499059e+03       1.003462464123e+00       4.635552679522e-03      -3.468196216534e+01       9.140957352376e-08       3.153296351936e-04      -1.943301954000e-06 
  120       3.305850799556e+03       1.012827598860e+00       4.716384425245e-03      -3.524783994092e+01       9.084869731764e-08       3.124147823278e-04      -1.939110879207e-06 
  121       3.339527630637e+03       1.021800814987e+00       4.798044936519e-03      -3.580379015243e+01       9.029397159006e-08       3.095412034432e-04      -1.933272796397e-06 
  122       3.373286397896e+03       1.030372813835e+00       4.880540115840e-03      -3.634927706666e+01       8.974630414491e-08       3.067118082469e-04      -1.925966682060e-06 
  123       3.407119816109e+03       1.038534579059e+00       4.963875973358e-03      -3.688376495443e+01       8.920613976244e-08       3.039286435893e-04      -1.917393339297e-06 
  124       3.441019889512e+03       1.046277387036e+00       5.048058627714e-03      -3.740671832562e+01       8.867341202083e-08       3.011928339175e-04      -1.907776304520e-06 
  125       3.474977892080e+03       1.053592817277e+00       5.133094306869e-03      -3.791760216413e+01       8.814749313952e-08       2.985045205187e-04      -1.897362768730e-06 
  126       3.508984347807e+03       1.060472762826e+00       5.218989348935e-03      -3.841588216288e+01       8.762714181246e-08       2.958627995521e-04      -1.886424513354e-06 
  127       3.543029010981e+03       1.066909440671e+00       5.305750203009e-03      -3.890102495885e+01       8.711044899930e-08       2.932656588711e-04      -1.875258860666e-06 
  128       3.577100846462e+03       1.072895402142e+00       5.393383430005e-03      -3.937249836800e+01       8.659478164235e-08       2.907099136338e-04      -1.864189638761e-06 
  129       3.611189144022e+03       1.078423841035e+00       5.481895583158e-03      -3.982977743466e+01       8.607770905269e-08       2.881924895523e-04      -1.853501620060e-06 
  130       3.645287041438e+03       1.083489534064e+00       5.571292832959e-03      -4.027236283061e+01       8.556014288702e-08       2.857146545490e-04      -1.843229464667e-06 
  131       3.679388352415e+03       1.088088023717e+00       5.661581302453e-03      -4.069976492786e+01       8.504377026029e-08       2.832783581763e-04      -1.833335956188e-06 
  132       3.713486455678e+03       1.092215342209e+00       5.752767183855e-03      -4.111149843915e+01       8.453010711055e-08       2.808849044741e-04      -1.823775079878e-06 
  133       3.747574283369e+03       1.095868024016e+00       5.844856738514e-03      -4.150708269453e+01       8.402047599470e-08       2.785349113779e-04      -1.814491587912e-06 
  134       3.781644309436e+03       1.099043118408e+00       5.937856296888e-03      -4.188604191796e+01       8.351598296701e-08       2.762282693620e-04      -1.805420557162e-06 
  135       3.815688538029e+03       1.101738201990e+00       6.031772258513e-03      -4.224790550393e+01       8.301749352624e-08       2.739640993209e-04      -1.796486939481e-06 
  136       3.849698491893e+03       1.103951391231e+00       6.126611091977e-03      -4.259220829403e+01       8.252560761704e-08       2.717407096859e-04      -1.787605104498e-06 
  137       3.883665200761e+03       1.105681355006e+00       6.222379334887e-03      -4.291849085359e+01       8.204063367122e-08       2.695555527790e-04      -1.778678374921e-06 
  138       3.917579189744e+03       1.106927327127e+00       6.319083593839e-03      -4.322629974823e+01       8.156256167465e-08       2.674051804022e-04      -1.769598554349e-06 
  139       3.951430467729e+03       1.107689118880e+00       6.416730544397e-03      -4.351518782051e+01       8.109103524540e-08       2.652851986648e-04      -1.760245447593e-06 
  140       3.985208515770e+03       1.107967131560e+00       6.515326931052e-03      -4.378471446649e+01       8.062532270880e-08       2.631902220461e-04      -1.750486373505e-06 
  141       4.018902275482e+03       1.107762369009e+00       6.614879567205e-03      -4.403444591236e+01       8.016428715520e-08       2.611138266947e-04      -1.740175670313e-06 
  142       4.052500137431e+03       1.107076450147e+00       6.715395335128e-03      -4.426395549103e+01       7.970635546589e-08       2.590485029647e-04      -1.729154193474e-06 
  143       4.085989929531e+03       1.105911621512e+00       6.816881185941e-03      -4.447282391870e+01       7.924948629307e-08       2.569856071879e-04      -1.717248806027e-06 
  144       4.119359893472e+03       1.104270856899e+00       6.919343584057e-03      -4.466064332301e+01       7.879184152540e-08       2.549176606456e-04      -1.704311600021e-06 
  145       4.152601747007e+03       1.102158140889e+00       7.022786778864e-03      -4.482702919086e+01       7.833402342392e-08       2.528457363832e-04      -1.690345233637e-06 
  146       4.185707902907e+03       1.099578237236e+00       7.127214361806e-03      -4.497161012973e+01       7.787721271734e-08       2.507730703435e-04      -1.675395124383e-06 
  147       4.218670502156e+03       1.096536617186e+00       7.232629803414e-03      -4.509402451750e+01       7.742249088511e-08       2.487027993163e-04      -1.659511492879e-06 
  148       4.251481408025e+03       1.093039472516e+00       7.339036450081e-03      -4.519392080064e+01       7.697082834882e-08       2.466379504960e-04      -1.642749519884e-06 
  149       4.284132200143e+03       1.089093728570e+00       7.446437520844e-03      -4.527095779228e+01       7.652307222400e-08       2.445814308367e-04      -1.625169505297e-06 
  150       4.316614168568e+03       1.084707057293e+00       7.554836104159e-03      -4.532480497047e+01       7.607993362592e-08       2.425360162032e-04      -1.606837029162e-06 
  151       4.348918307857e+03       1.079887890271e+00       7.664235154681e-03      -4.535514277630e+01       7.564197452344e-08       2.405043403196e-04      -1.587823114661e-06 
  152       4.381035311143e+03       1.074645431762e+00       7.774637490044e-03      -4.536166291202e+01       7.520959413454e-08       2.384888835143e-04      -1.568204393100e-06 
  153       4.412955564198e+03       1.068989671739e+00       7.886045787634e-03      -4.534406863928e+01       7.478301485746e-08       2.364919612613e-04      -1.548063270882e-06 
  154       4.444669139513e+03       1.062931398919e+00       7.998462581372e-03      -4.530207507722e+01       7.436226773124e-08       2.345157125196e-04      -1.527488098479e-06 
  155       4.476165790363e+03       1.056482213803e+00       8.111890258491e-03      -4.523540950068e+01       7.394717741946e-08       2.325620878680e-04      -1.506573341394e-06 
  156       4.507434944883e+03       1.049654541713e+00       8.226331056314e-03      -4.514381163833e+01       7.353734671097e-08       2.306328374377e-04      -1.485419753108e-06 
  157       4.538465700138e+03       1.042461645823e+00       8.341787059031e-03      -4.502703397084e+01       7.313214053156e-08       2.287294986411e-04      -1.464134550029e-06 
  158       4.569246816193e+03       1.034917640204e+00       8.458260194480e-03      -4.488484202904e+01       7.273066946021e-08       2.268533836975e-04      -1.442831588427e-06 
  159       4.599766710187e+03       1.027037502850e+00       8.575752230921e-03      -4.471701469209e+01       7.233177274387e-08       2.250055669559e-04      -1.421631543362e-06 
  160       4.630013450403e+03       1.018837088721e+00       8.694264773821e-03      -4.452334448562e+01       7.193400080449e-08       2.231868720145e-04      -1.400662089602e-06 
  161       4.659975586396e+03       1.010332776825e+00       8.813799142185e-03      -4.430363683629e+01       7.153607445119e-08       2.213979583594e-04      -1.380033716820e-06 
  162       4.689644734322e+03       1.001540349032e+00       8.934355992059e-03      -4.405770713540e+01       7.113839345015e-08       2.196396221579e-04      -1.359763167633e-06 
  163       4.719013209971e+03       9.924760365612e-01       9.055935653420e-03      -4.378538398424e+01       7.074175883687e-08       2.179125103184e-04      -1.339840198864e-06 
  164       4.748073211205e+03       9.831568882813e-01       9.178538243881e-03      -4.348651050533e+01       7.034691281806e-08       2.162170121266e-04      -1.320250903491e-06 
  165       4.776816815882e+03       9.736007820599e-01       9.302163664912e-03      -4.316094463585e+01       6.995453248111e-08       2.145532467592e-04      -1.300977556857e-06 
  166       4.805235979772e+03       9.638264361177e-01       9.426811598062e-03      -4.280855942093e+01       6.956522329368e-08       2.129210506123e-04      -1.281998460710e-06 
  167       4.833322534470e+03       9.538534203800e-01       9.552481501186e-03      -4.242924330704e+01       6.917951239073e-08       2.113199644423e-04      -1.263287785058e-06 
  168       4.861068185322e+03       9.437021678299e-01       9.679172604671e-03      -4.202290043536e+01       6.879784164629e-08       2.097492203216e-04      -1.244815407861e-06 
  169       4.888464509338e+03       9.333939858599e-01       9.806883907654e-03      -4.158945093512e+01       6.842056052743e-08       2.082077284080e-04      -1.226546752547e-06 
  170       4.915502953112e+03       9.229510676252e-01       9.935614174253e-03      -4.112883121696e+01       6.804791872772e-08       2.066940635274e-04      -1.208442623353e-06 
  171       4.942174830740e+03       9.123965033953e-01       1.006536192978e-02      -4.064099426629e+01       6.768005857753e-08       2.052064515713e-04      -1.190459038493e-06 
  172       4.968471321737e+03       9.017542919072e-01       1.019612545699e-02      -4.012590993667e+01       6.731700722852e-08       2.037427557071e-04      -1.172547061154e-06 
  173       4.994383468958e+03       8.910493517170e-01       1.032790279227e-02      -3.958356524313e+01       6.695866860973e-08       2.023004624030e-04      -1.154652628317e-06 
  174       5.019902176511e+03       8.803075325534e-01       1.046069172189e-02      -3.901396465556e+01       6.660481515257e-08       2.008766672662e-04      -1.136716377409e-06 
  175       5.045018207681e+03       8.695556266689e-01       1.059448977822e-02      -3.841713039205e+01       6.625507928206e-08       1.994680606956e-04      -1.118673470772e-06 
  176       5.069722182844e+03       8.588213801934e-01       1.072929423594e-02      -3.779310271227e+01       6.590894467170e-08       1.980709133476e-04      -1.100453417970e-06 
  177       5.094004577386e+03       8.481335044857e-01       1.086510210829e-02      -3.714194021081e+01       6.556573725932e-08       1.966810614163e-04      -1.081979895917e-06 
  178       5.117855719624e+03       8.375216874866e-01       1.100191014328e-02      -3.646372011054e+01       6.522461602129e-08       1.952938917273e-04      -1.063170566829e-06 
  179       5.141265788719e+03       8.270166050709e-01       1.113971481991e-02      -3.575853855598e+01       6.488456350232e-08       1.939043266450e-04      -1.043936894009e-06 
